User_ID,Date,Stock,Action,Quantity,Price,Trade_Type,Profit_Loss
U032,2025-07-10,ICICIBANK,Buy,5,368.43,Intraday,-674.46
U015,2025-07-27,TCS,Buy,5,223.16,Intraday,218.31
U035,2025-07-01,TCS,Sell,20,2102.6,Future,237.4
U025,2025-06-15,TCS,Sell,20,439.07,Delivery,-920.14
U033,2025-07-26,INFY,Buy,20,2190.58,Future,93.52
U048,2025-07-11,ICICIBANK,Buy,50,831.48,Intraday,35.76
U026,2025-07-05,ADANIENT,Sell,20,2284.27,Option,15.67
U041,2025-07-10,ICICIBANK,Buy,10,2349.25,Future,-88.5
U048,2025-07-31,INFY,Sell,20,2043.31,Intraday,815.56
U023,2025-06-26,NIFTY,Buy,5,2891.66,Future,-430.01
U034,2025-07-26,HDFC,Sell,10,2651.25,Delivery,921.43
U019,2025-06-22,ITC,Buy,1,955.38,Intraday,-846.45
U036,2025-07-30,BANKNIFTY,Buy,20,1090.08,Intraday,703.66
U044,2025-06-15,NIFTY,Buy,1,2155.47,Delivery,-669.85
U030,2025-08-04,HDFC,Sell,20,2010.49,Delivery,297.53
U020,2025-06-17,BANKNIFTY,Buy,5,2141.99,Intraday,193.45
U037,2025-06-13,ICICIBANK,Sell,5,928.88,Delivery,-641.07
U027,2025-07-05,ITC,Sell,5,1073.9,Option,247.26
U008,2025-06-18,ICICIBANK,Sell,10,168.85,Option,577.28
U038,2025-07-23,ITC,Sell,50,624.99,Delivery,214.2
U033,2025-07-13,HDFC,Buy,5,583.14,Future,-880.88
U018,2025-07-16,NIFTY,Sell,50,1345.8,Option,175.27
U035,2025-06-13,TCS,Buy,20,2310.78,Future,395.95
U026,2025-07-19,INFY,Sell,50,760.9,Delivery,-259.8
U029,2025-07-13,ITC,Sell,20,1556.67,Delivery,990.15
U011,2025-07-25,RELIANCE,Buy,20,1432.56,Future,-79.56
U021,2025-06-30,SBIN,Buy,20,2060.12,Future,459.16
U046,2025-06-15,NIFTY,Sell,50,2564.01,Intraday,-781.17
U001,2025-06-12,HDFC,Sell,1,1725.99,Intraday,562.61
U011,2025-07-09,ADANIENT,Buy,1,190.63,Future,-917.12
U036,2025-06-28,ADANIENT,Sell,50,1949.57,Future,968.32
U025,2025-07-05,NIFTY,Buy,1,2549.72,Option,-92.01
U040,2025-07-28,ITC,Buy,5,1828.5,Intraday,842.68
U031,2025-06-27,TCS,Sell,20,1980.62,Intraday,-246.25
U004,2025-08-02,NIFTY,Sell,50,609.17,Intraday,-100.6
U038,2025-06-10,ICICIBANK,Sell,10,171.12,Delivery,595.41
U010,2025-07-29,ICICIBANK,Sell,5,2444.95,Future,-3.92
U003,2025-07-13,SBIN,Buy,5,2767.99,Option,791.32
U021,2025-06-11,ADANIENT,Sell,50,1325.0,Option,-543.49
U033,2025-07-25,RELIANCE,Buy,20,1351.59,Future,772.06
U011,2025-07-04,SBIN,Buy,10,2656.34,Intraday,-918.66
U013,2025-06-29,NIFTY,Buy,1,2488.07,Future,-827.53
U037,2025-07-17,BANKNIFTY,Buy,50,942.32,Option,-827.48
U003,2025-08-02,TCS,Buy,1,2300.4,Option,992.73
U039,2025-07-08,INFY,Buy,1,990.62,Intraday,-528.88
U009,2025-07-01,NIFTY,Sell,20,2191.1,Option,804.32
U040,2025-07-02,ADANIENT,Buy,10,1009.18,Option,382.34
U016,2025-07-10,SBIN,Sell,1,1997.71,Delivery,110.38
U046,2025-07-31,HDFC,Buy,20,2261.3,Future,-196.37
U017,2025-06-10,INFY,Sell,1,558.32,Future,955.96
U015,2025-07-18,RELIANCE,Buy,50,377.26,Option,344.95
U050,2025-06-28,HDFC,Buy,1,2958.19,Intraday,-990.59
U037,2025-06-21,ICICIBANK,Buy,10,108.47,Delivery,335.89
U009,2025-06-22,RELIANCE,Buy,10,2752.74,Delivery,-500.67
U044,2025-07-22,NIFTY,Buy,10,2642.62,Option,508.25
U035,2025-07-23,ICICIBANK,Buy,50,2402.22,Intraday,587.48
U008,2025-06-29,INFY,Sell,1,2195.99,Intraday,749.85
U015,2025-06-30,TCS,Buy,1,1762.57,Future,823.2
U006,2025-06-21,ADANIENT,Buy,1,1941.41,Option,390.57
U009,2025-07-19,ICICIBANK,Sell,10,1949.72,Future,109.41
U035,2025-07-16,ADANIENT,Sell,50,279.08,Delivery,415.35
U035,2025-06-29,RELIANCE,Sell,10,2110.43,Option,-895.02
U003,2025-06-17,ADANIENT,Sell,20,2388.43,Future,-488.57
U050,2025-06-27,SBIN,Buy,5,357.59,Option,-852.71
U012,2025-07-22,ICICIBANK,Sell,50,1910.01,Delivery,114.63
U013,2025-07-12,INFY,Buy,10,1060.66,Delivery,472.81
U043,2025-06-18,SBIN,Buy,20,2875.92,Option,-302.11
U006,2025-07-06,SBIN,Buy,50,1210.19,Option,769.77
U042,2025-06-08,INFY,Sell,50,962.07,Option,569.37
U032,2025-07-21,HDFC,Sell,5,919.06,Delivery,826.35
U036,2025-07-12,RELIANCE,Buy,20,2854.79,Intraday,610.93
U002,2025-06-22,TCS,Sell,20,577.96,Option,-29.26
U008,2025-07-14,RELIANCE,Buy,50,2173.94,Future,-432.43
U017,2025-08-03,ITC,Sell,10,208.68,Intraday,882.3
U034,2025-07-30,TCS,Buy,50,2409.26,Future,244.42
U041,2025-07-19,ICICIBANK,Sell,10,1088.23,Intraday,371.91
U022,2025-06-19,INFY,Buy,50,1413.57,Option,891.91
U029,2025-07-28,HDFC,Sell,50,961.82,Intraday,-640.64
U042,2025-07-27,INFY,Sell,50,2436.87,Option,749.94
U024,2025-06-15,RELIANCE,Buy,1,1071.27,Delivery,-779.48
U025,2025-06-16,NIFTY,Buy,10,2186.1,Delivery,846.5
U016,2025-06-22,TCS,Sell,10,1067.57,Delivery,961.05
U001,2025-06-20,SBIN,Buy,1,2481.01,Delivery,-414.25
U019,2025-06-17,INFY,Buy,20,252.97,Delivery,-146.82
U029,2025-06-09,ITC,Buy,5,2280.07,Option,964.33
U007,2025-07-27,RELIANCE,Sell,20,2885.16,Future,-328.87
U043,2025-07-24,ITC,Sell,10,2660.39,Delivery,424.63
U014,2025-07-03,INFY,Sell,10,387.97,Future,-451.64
U027,2025-07-17,SBIN,Sell,5,363.68,Delivery,-885.55
U027,2025-07-19,ADANIENT,Sell,1,2720.85,Option,853.38
U014,2025-06-10,BANKNIFTY,Buy,50,1025.11,Option,703.55
U025,2025-06-24,ITC,Buy,5,1562.26,Option,-348.26
U016,2025-06-23,INFY,Buy,10,1485.22,Future,896.69
U041,2025-06-15,ICICIBANK,Buy,5,2391.43,Intraday,-72.21
U004,2025-07-23,SBIN,Buy,1,487.11,Intraday,-179.02
U028,2025-07-09,HDFC,Buy,50,2365.15,Future,436.64
U043,2025-06-19,RELIANCE,Buy,20,2972.05,Future,800.76
U021,2025-07-07,SBIN,Buy,10,2645.99,Option,113.03
U031,2025-08-03,INFY,Sell,5,1007.13,Intraday,-451.29
U007,2025-06-23,BANKNIFTY,Sell,10,2491.38,Intraday,-467.52
U014,2025-07-08,ICICIBANK,Sell,1,416.18,Intraday,267.5
U006,2025-07-28,SBIN,Sell,50,2649.86,Intraday,-129.5
U004,2025-06-30,HDFC,Sell,1,1713.86,Intraday,-384.02
U001,2025-06-09,TCS,Buy,10,392.91,Option,-751.03
U022,2025-07-15,SBIN,Buy,50,320.67,Delivery,-599.57
U036,2025-06-23,ITC,Buy,20,2697.51,Delivery,302.62
U046,2025-07-19,BANKNIFTY,Buy,50,2103.55,Delivery,875.06
U047,2025-06-19,NIFTY,Buy,5,2890.57,Future,-686.46
U031,2025-06-15,ITC,Sell,10,1485.77,Option,-662.65
U004,2025-06-06,NIFTY,Buy,5,2350.64,Future,383.66
U032,2025-07-22,INFY,Sell,5,1955.62,Future,266.43
U006,2025-07-29,RELIANCE,Sell,10,1756.96,Option,969.68
U044,2025-06-16,INFY,Sell,1,208.73,Delivery,-868.91
U042,2025-07-31,SBIN,Buy,10,2104.32,Option,-311.84
U044,2025-06-26,ADANIENT,Sell,50,1811.96,Delivery,3.34
U005,2025-06-19,ICICIBANK,Buy,50,204.72,Intraday,-906.87
U031,2025-06-29,NIFTY,Sell,5,1230.8,Delivery,-85.22
U011,2025-06-13,NIFTY,Buy,10,331.8,Option,927.69
U006,2025-07-15,TCS,Sell,10,761.98,Future,89.33
U037,2025-07-07,BANKNIFTY,Sell,1,1846.23,Future,-212.23
U015,2025-07-22,TCS,Sell,1,1349.85,Option,-646.81
U037,2025-07-29,NIFTY,Sell,5,2139.3,Option,-381.4
U045,2025-06-06,NIFTY,Sell,20,1522.06,Delivery,681.13
U048,2025-06-12,INFY,Buy,5,2518.79,Option,288.18
U039,2025-07-08,RELIANCE,Sell,50,397.34,Option,-930.69
U025,2025-06-09,BANKNIFTY,Buy,50,605.85,Delivery,695.58
U010,2025-07-29,ITC,Buy,50,358.87,Intraday,17.89
U021,2025-07-28,HDFC,Sell,10,990.78,Delivery,545.86
U025,2025-07-17,ADANIENT,Sell,20,2323.3,Delivery,-23.14
U043,2025-06-20,BANKNIFTY,Sell,50,2244.06,Future,-920.11
U012,2025-07-04,HDFC,Sell,10,1390.84,Intraday,253.23
U003,2025-06-30,BANKNIFTY,Sell,50,2113.56,Delivery,-481.92
U020,2025-06-29,TCS,Buy,1,2970.03,Intraday,-156.77
U044,2025-06-28,HDFC,Sell,10,147.32,Future,-160.05
U045,2025-07-16,ADANIENT,Sell,10,1685.08,Option,198.27
U034,2025-07-17,RELIANCE,Sell,20,2435.47,Option,713.35
U039,2025-07-12,HDFC,Buy,20,2615.39,Delivery,-903.45
U042,2025-07-19,ICICIBANK,Buy,10,2930.91,Option,403.75
U006,2025-06-26,BANKNIFTY,Sell,1,673.11,Intraday,-426.04
U041,2025-06-25,TCS,Buy,10,148.21,Intraday,390.09
U048,2025-06-20,RELIANCE,Sell,20,342.82,Intraday,647.49
U018,2025-07-31,RELIANCE,Buy,10,114.92,Intraday,273.54
U034,2025-07-16,INFY,Buy,10,1269.18,Delivery,-747.42
U006,2025-07-17,TCS,Buy,10,1463.2,Intraday,976.56
U043,2025-07-03,HDFC,Sell,10,1959.18,Delivery,-785.98
U029,2025-07-01,RELIANCE,Sell,20,1447.62,Delivery,281.96
U013,2025-06-08,ICICIBANK,Sell,20,474.77,Intraday,540.83
U027,2025-07-28,ITC,Buy,20,2731.79,Delivery,-580.06
U016,2025-07-17,INFY,Sell,10,2378.68,Option,-840.25
U041,2025-08-01,NIFTY,Buy,5,2517.66,Intraday,-628.2
U008,2025-06-08,SBIN,Sell,5,513.71,Intraday,-481.04
U050,2025-07-27,BANKNIFTY,Buy,20,2165.18,Delivery,750.57
U043,2025-06-15,INFY,Buy,10,2156.08,Delivery,-620.55
U038,2025-06-14,SBIN,Sell,20,2911.33,Delivery,-867.27
U032,2025-06-29,TCS,Sell,50,1078.77,Future,-237.45
U022,2025-07-03,ITC,Sell,5,1432.3,Future,-858.49
U024,2025-08-03,NIFTY,Sell,50,2562.83,Option,-460.39
U019,2025-06-10,RELIANCE,Sell,20,1470.0,Delivery,-509.25
U042,2025-06-22,ITC,Buy,10,2989.99,Intraday,81.7
U002,2025-07-21,INFY,Sell,10,2499.8,Option,-711.67
U014,2025-07-12,NIFTY,Buy,50,1125.34,Intraday,236.96
U028,2025-06-21,HDFC,Buy,5,1761.34,Option,-425.13
U041,2025-07-19,NIFTY,Buy,50,653.12,Intraday,-7.29
U020,2025-07-10,ADANIENT,Buy,5,2733.4,Delivery,944.02
U013,2025-06-28,ICICIBANK,Sell,1,2565.19,Option,-26.7
U004,2025-06-12,INFY,Sell,1,1247.49,Intraday,-551.61
U050,2025-07-01,HDFC,Sell,5,407.16,Future,92.45
U048,2025-07-30,ADANIENT,Buy,10,690.95,Future,-287.55
U025,2025-07-27,HDFC,Buy,10,806.69,Option,-472.5
U048,2025-07-14,ICICIBANK,Sell,5,314.36,Future,215.31
U024,2025-07-31,NIFTY,Sell,5,2224.53,Option,741.34
U020,2025-06-19,RELIANCE,Buy,10,2940.9,Intraday,-959.04
U009,2025-06-30,TCS,Buy,5,470.74,Option,652.18
U004,2025-07-03,RELIANCE,Sell,5,1633.32,Option,-950.2
U021,2025-06-10,SBIN,Buy,5,1976.0,Delivery,-279.82
U027,2025-08-04,NIFTY,Buy,1,1073.6,Future,393.8
U007,2025-07-17,TCS,Buy,20,1289.17,Future,291.49
U031,2025-07-01,ITC,Sell,10,2193.05,Delivery,-141.75
U040,2025-08-02,INFY,Sell,10,575.82,Option,859.31
U039,2025-07-30,ADANIENT,Buy,1,430.6,Option,-839.64
U030,2025-06-06,SBIN,Sell,1,1085.63,Future,-615.69
U043,2025-07-09,ITC,Sell,50,2128.3,Intraday,-950.66
U036,2025-07-14,BANKNIFTY,Sell,50,227.21,Intraday,-800.79
U017,2025-06-21,SBIN,Sell,5,1641.54,Option,-884.02
U043,2025-07-23,NIFTY,Buy,10,2863.28,Intraday,727.65
U026,2025-07-13,HDFC,Buy,5,733.72,Intraday,-592.36
U026,2025-07-09,RELIANCE,Sell,10,2256.75,Option,-380.25
U042,2025-07-30,ICICIBANK,Buy,5,2646.3,Future,-367.86
U040,2025-07-04,RELIANCE,Buy,1,829.95,Option,-645.59
U047,2025-06-15,NIFTY,Buy,5,1731.94,Delivery,500.9
U043,2025-06-19,INFY,Sell,1,931.22,Intraday,-737.48
U015,2025-06-15,NIFTY,Buy,5,409.22,Intraday,157.2
U007,2025-07-11,ITC,Buy,5,2694.72,Option,564.89
U040,2025-07-03,NIFTY,Buy,10,608.14,Delivery,745.62
U012,2025-07-27,RELIANCE,Sell,5,684.48,Option,-390.63
U004,2025-07-13,HDFC,Sell,50,1465.82,Option,-525.03
U035,2025-06-11,SBIN,Sell,20,2416.0,Delivery,665.72
U010,2025-08-04,RELIANCE,Sell,10,1038.66,Option,-352.03
U046,2025-07-10,ICICIBANK,Buy,5,229.3,Option,-736.43
U018,2025-07-27,NIFTY,Sell,20,1336.4,Delivery,-137.46
U014,2025-07-02,BANKNIFTY,Sell,20,1795.95,Intraday,-637.67
U025,2025-06-09,NIFTY,Sell,1,2337.19,Delivery,33.51
U007,2025-06-14,ITC,Buy,20,2056.99,Option,913.54
U017,2025-07-25,SBIN,Buy,50,1251.09,Delivery,-83.59
U029,2025-06-22,RELIANCE,Sell,10,267.79,Future,22.85
U012,2025-06-08,ICICIBANK,Buy,5,1339.94,Delivery,506.42
U009,2025-06-07,RELIANCE,Buy,10,2600.61,Future,555.28
U030,2025-07-26,ADANIENT,Sell,1,2327.09,Intraday,878.46
U005,2025-06-20,BANKNIFTY,Sell,5,2816.21,Delivery,639.41
U044,2025-06-19,INFY,Sell,1,1479.2,Intraday,87.17
U049,2025-06-25,ICICIBANK,Buy,50,2126.0,Delivery,-525.82
U049,2025-06-08,INFY,Sell,5,1311.97,Delivery,-190.5
U042,2025-06-12,ADANIENT,Buy,10,170.98,Option,-792.42
U045,2025-06-23,ICICIBANK,Sell,1,1854.36,Future,-785.51
U018,2025-07-26,SBIN,Sell,1,1870.62,Option,870.93
U006,2025-07-19,ICICIBANK,Sell,20,841.84,Intraday,-881.23
U020,2025-07-10,ADANIENT,Sell,5,1238.12,Option,-436.08
U033,2025-06-28,ICICIBANK,Sell,50,2596.53,Delivery,1.67
U040,2025-06-30,BANKNIFTY,Buy,50,2780.98,Intraday,34.74
U026,2025-06-17,NIFTY,Buy,5,2090.57,Intraday,-810.35
U013,2025-07-08,ICICIBANK,Buy,10,2593.66,Future,-115.4
U007,2025-06-22,ADANIENT,Buy,50,1152.64,Delivery,-764.32
U044,2025-07-05,TCS,Sell,20,280.5,Option,-855.96
U045,2025-06-24,ADANIENT,Buy,20,2086.06,Future,-599.72
U004,2025-07-19,BANKNIFTY,Sell,10,2757.78,Intraday,-817.8
U032,2025-07-06,ICICIBANK,Sell,1,985.99,Future,317.01
U048,2025-06-07,BANKNIFTY,Buy,50,1867.81,Intraday,-388.63
U047,2025-07-18,ICICIBANK,Sell,20,2188.79,Future,604.56
U023,2025-07-07,ITC,Sell,1,457.64,Future,-196.88
U039,2025-07-24,ITC,Buy,20,746.21,Intraday,624.14
U009,2025-06-13,TCS,Buy,5,245.44,Intraday,-894.59
U026,2025-06-20,HDFC,Sell,20,478.63,Future,158.92
U014,2025-07-07,ITC,Sell,5,1992.38,Option,-807.39
U048,2025-08-03,SBIN,Sell,1,441.68,Delivery,-482.33
U027,2025-07-17,NIFTY,Sell,10,2883.52,Delivery,-381.04
U011,2025-08-03,RELIANCE,Sell,1,2830.99,Future,-514.01
U007,2025-06-09,BANKNIFTY,Sell,50,1580.58,Delivery,-998.36
U004,2025-06-29,HDFC,Buy,1,2905.46,Intraday,344.43
U001,2025-06-07,INFY,Sell,50,990.59,Option,-995.63
U030,2025-06-09,ICICIBANK,Buy,20,737.89,Option,178.8
U043,2025-08-04,ICICIBANK,Sell,1,1348.37,Intraday,-668.86
U026,2025-07-05,NIFTY,Sell,50,2200.16,Delivery,-755.51
U007,2025-07-29,HDFC,Buy,1,2741.86,Intraday,54.31
U037,2025-06-13,NIFTY,Buy,50,1193.16,Intraday,-187.97
U038,2025-06-25,TCS,Buy,20,2318.99,Future,-380.09
U032,2025-07-15,HDFC,Buy,20,2023.68,Intraday,-854.62
U034,2025-06-27,TCS,Sell,50,395.03,Intraday,-729.22
U041,2025-08-01,RELIANCE,Buy,1,1289.96,Future,-264.8
U032,2025-07-29,TCS,Sell,5,919.07,Intraday,-546.73
U042,2025-06-28,ICICIBANK,Sell,20,1226.09,Future,-131.35
U024,2025-07-23,ADANIENT,Buy,50,2895.54,Future,117.12
U015,2025-06-18,HDFC,Buy,5,2210.47,Future,410.45
U034,2025-06-14,NIFTY,Sell,20,2815.31,Delivery,574.03
U007,2025-06-13,ADANIENT,Sell,20,2338.27,Future,711.68
U024,2025-07-04,INFY,Buy,5,2973.08,Future,-413.38
U036,2025-06-11,ICICIBANK,Sell,5,2303.47,Delivery,579.05
U041,2025-07-30,NIFTY,Buy,50,1860.09,Option,326.5
U039,2025-06-26,SBIN,Buy,1,861.15,Option,416.7
U020,2025-07-08,ITC,Buy,5,2390.4,Delivery,-268.06
U027,2025-06-07,INFY,Buy,10,227.48,Option,-682.76
U045,2025-07-20,INFY,Buy,1,1820.49,Intraday,339.43
U037,2025-08-01,SBIN,Buy,50,2636.55,Option,197.99
U029,2025-06-18,BANKNIFTY,Buy,50,2562.94,Future,-282.34
U010,2025-08-04,TCS,Buy,20,2410.3,Option,693.32
U024,2025-06-21,SBIN,Buy,50,1002.5,Option,-720.13
U006,2025-06-11,HDFC,Sell,50,1889.78,Future,756.42
U030,2025-06-17,ADANIENT,Sell,1,1972.7,Option,973.51
U027,2025-08-02,ICICIBANK,Buy,50,2089.62,Intraday,-832.15
U007,2025-06-30,ICICIBANK,Buy,50,2515.96,Option,-535.01
U044,2025-06-30,ITC,Buy,50,439.61,Option,611.33
U008,2025-06-21,HDFC,Buy,20,277.47,Future,416.67
U003,2025-06-28,TCS,Buy,10,926.64,Option,-480.03
U026,2025-07-06,INFY,Buy,10,2190.28,Future,-572.72
U042,2025-07-12,SBIN,Sell,50,857.16,Delivery,881.8
U030,2025-06-10,RELIANCE,Buy,5,833.65,Option,559.51
U035,2025-07-22,TCS,Buy,50,2275.13,Delivery,442.72
U043,2025-06-16,TCS,Buy,1,2899.23,Delivery,519.51
U033,2025-08-02,NIFTY,Sell,20,2939.63,Option,77.67
U046,2025-07-07,ITC,Buy,10,1905.23,Future,-775.21
U010,2025-07-20,BANKNIFTY,Buy,1,658.54,Delivery,-145.17
U002,2025-07-27,TCS,Sell,5,560.93,Option,64.95
U021,2025-06-23,TCS,Buy,5,1402.39,Option,148.68
U027,2025-06-18,ICICIBANK,Buy,10,193.65,Delivery,-42.76
U032,2025-06-25,RELIANCE,Buy,1,1178.64,Future,-748.47
U006,2025-06-23,BANKNIFTY,Buy,20,1800.49,Intraday,-175.25
U001,2025-07-09,TCS,Buy,10,1032.32,Delivery,-58.75
U030,2025-07-09,TCS,Buy,1,1456.63,Option,52.28
U019,2025-07-19,NIFTY,Sell,50,1362.54,Option,-742.41
U041,2025-07-14,RELIANCE,Buy,50,706.11,Future,82.44
U037,2025-07-09,SBIN,Buy,10,144.52,Intraday,-686.29
U027,2025-07-26,SBIN,Buy,10,211.88,Future,-728.89
U042,2025-07-10,BANKNIFTY,Sell,50,1075.31,Intraday,680.93
U001,2025-07-07,SBIN,Sell,5,2958.81,Delivery,54.53
U001,2025-06-10,INFY,Sell,10,1322.45,Future,957.27
U045,2025-06-23,RELIANCE,Buy,1,2390.95,Delivery,746.66
U014,2025-07-14,NIFTY,Buy,10,1342.36,Intraday,574.99
U003,2025-07-21,RELIANCE,Buy,50,1283.86,Delivery,3.16
U013,2025-07-04,SBIN,Sell,20,1117.67,Option,-878.35
U040,2025-07-26,RELIANCE,Sell,50,1367.15,Intraday,942.97
U047,2025-06-30,ADANIENT,Sell,1,775.9,Intraday,167.99
U024,2025-06-14,BANKNIFTY,Sell,50,2367.32,Delivery,115.95
U004,2025-06-18,INFY,Sell,1,2325.94,Delivery,918.99
U010,2025-06-29,TCS,Buy,1,2221.06,Delivery,-436.44
U008,2025-07-24,ITC,Sell,10,1809.89,Delivery,-892.19
U045,2025-06-17,SBIN,Sell,5,1836.72,Future,119.98
U048,2025-07-08,ADANIENT,Sell,50,766.53,Future,46.92
U032,2025-07-27,BANKNIFTY,Buy,50,589.83,Delivery,331.22
U014,2025-07-28,SBIN,Buy,1,1676.32,Future,-803.15
U037,2025-07-05,BANKNIFTY,Buy,50,655.57,Delivery,-638.97
U014,2025-07-18,ADANIENT,Buy,20,1662.0,Intraday,-54.57
U018,2025-07-14,ADANIENT,Buy,10,1273.96,Delivery,384.04
U027,2025-06-13,ICICIBANK,Sell,20,2818.24,Future,756.67
U034,2025-07-26,ADANIENT,Buy,10,1573.81,Intraday,-657.46
U031,2025-07-29,INFY,Sell,50,344.35,Intraday,101.03
U021,2025-07-22,INFY,Sell,5,1690.18,Future,178.04
U001,2025-06-30,TCS,Buy,1,2816.28,Intraday,611.11
U024,2025-07-06,ITC,Sell,10,1698.89,Delivery,-170.59
U011,2025-06-12,BANKNIFTY,Buy,1,2230.68,Intraday,27.89
U036,2025-07-19,ADANIENT,Buy,1,1681.21,Future,557.53
U021,2025-07-24,TCS,Sell,50,994.56,Intraday,-218.58
U033,2025-07-26,SBIN,Sell,1,681.08,Future,410.25
U048,2025-07-29,BANKNIFTY,Sell,1,1601.89,Delivery,-337.88
U027,2025-07-31,NIFTY,Buy,50,1104.41,Delivery,-960.65
U023,2025-07-03,ICICIBANK,Sell,20,791.67,Delivery,759.96
U005,2025-07-25,NIFTY,Buy,5,154.2,Future,707.44
U010,2025-07-21,ITC,Sell,20,886.43,Delivery,-589.29
U018,2025-07-18,NIFTY,Sell,20,326.63,Delivery,-180.17
U001,2025-07-13,SBIN,Sell,50,2950.96,Future,986.72
U049,2025-06-16,NIFTY,Buy,10,2542.6,Future,-463.58
U030,2025-06-18,TCS,Sell,20,1220.77,Option,880.84
U021,2025-06-08,ADANIENT,Buy,5,1205.96,Option,-27.44
U037,2025-06-18,ADANIENT,Buy,10,2111.02,Option,-439.86
U042,2025-07-20,RELIANCE,Sell,50,1998.12,Future,-624.48
U023,2025-06-29,SBIN,Buy,20,2265.19,Delivery,168.67
U024,2025-07-09,HDFC,Sell,50,181.11,Delivery,8.62
U047,2025-07-14,RELIANCE,Buy,5,1729.16,Future,-769.17
U033,2025-06-18,BANKNIFTY,Buy,50,2122.09,Future,770.71
U029,2025-07-09,SBIN,Buy,20,694.44,Option,44.92
U025,2025-06-30,RELIANCE,Buy,20,2984.15,Option,-436.19
U033,2025-06-24,RELIANCE,Buy,5,1863.97,Future,372.01
U029,2025-07-27,BANKNIFTY,Sell,10,1289.72,Future,-277.92
U036,2025-06-26,ICICIBANK,Sell,20,1575.14,Delivery,986.84
U004,2025-07-22,INFY,Sell,50,2527.95,Intraday,-500.98
U044,2025-07-13,HDFC,Sell,10,1990.04,Delivery,-772.72
U034,2025-06-18,NIFTY,Buy,50,1207.17,Future,-905.01
U036,2025-07-16,HDFC,Buy,50,882.59,Intraday,-763.82
U041,2025-08-03,ICICIBANK,Sell,5,1554.47,Future,-956.53
U016,2025-06-27,ITC,Sell,20,823.88,Delivery,808.64
U022,2025-07-30,HDFC,Buy,10,344.19,Intraday,-107.97
U009,2025-06-27,ITC,Buy,50,789.21,Delivery,-369.12
U041,2025-07-24,ITC,Sell,20,1834.38,Intraday,-350.32
U005,2025-06-08,ITC,Buy,50,364.43,Intraday,-232.88
U034,2025-07-10,HDFC,Sell,5,1273.87,Option,-193.09
U039,2025-08-04,BANKNIFTY,Sell,20,1136.09,Intraday,-168.3
U003,2025-07-12,HDFC,Sell,1,1421.07,Intraday,395.97
U010,2025-06-22,ADANIENT,Buy,5,2535.4,Future,-358.55
U022,2025-07-09,SBIN,Sell,50,171.14,Option,850.52
U007,2025-06-22,NIFTY,Sell,1,1468.62,Intraday,-330.23
U011,2025-06-29,BANKNIFTY,Buy,20,2065.03,Intraday,-311.69
U031,2025-06-07,NIFTY,Buy,20,740.28,Future,-7.8
U029,2025-07-12,RELIANCE,Buy,10,1402.4,Intraday,834.57
U022,2025-08-03,ITC,Sell,50,1906.85,Intraday,-665.28
U015,2025-08-01,ADANIENT,Sell,50,1420.39,Option,-632.32
U011,2025-07-06,INFY,Buy,5,1402.16,Future,-147.68
U027,2025-06-09,ADANIENT,Sell,20,2961.2,Option,-168.17
U011,2025-07-01,RELIANCE,Sell,20,1904.13,Option,843.27
U028,2025-06-08,NIFTY,Sell,10,1088.7,Intraday,378.25
U008,2025-07-28,ICICIBANK,Sell,50,1564.89,Intraday,-202.04
U037,2025-06-17,ITC,Buy,5,2108.53,Future,-733.47
U025,2025-06-30,TCS,Buy,5,1897.82,Option,713.15
U048,2025-07-26,ITC,Buy,50,434.62,Delivery,-792.67
U039,2025-06-23,TCS,Sell,5,1283.99,Option,-89.69
U046,2025-07-01,ITC,Buy,20,1890.03,Delivery,614.69
U023,2025-06-27,SBIN,Buy,5,2024.71,Intraday,-502.91
U006,2025-06-15,HDFC,Sell,20,891.47,Option,-424.79
U025,2025-07-27,HDFC,Buy,5,320.78,Future,898.48
U016,2025-06-10,HDFC,Buy,50,1351.9,Future,-503.45
U031,2025-07-07,INFY,Buy,1,796.72,Intraday,879.04
U020,2025-06-15,SBIN,Buy,5,1385.74,Intraday,866.79
U024,2025-07-01,ADANIENT,Sell,10,1372.57,Future,-116.14
U016,2025-06-12,NIFTY,Buy,1,350.58,Delivery,369.94
U009,2025-06-11,TCS,Buy,10,954.71,Intraday,-722.98
U015,2025-06-22,ITC,Sell,5,2966.64,Delivery,-358.72
U006,2025-07-12,SBIN,Sell,50,2446.6,Future,-219.23
U032,2025-06-17,INFY,Sell,5,2367.63,Intraday,-585.24
U050,2025-07-17,ADANIENT,Sell,20,1526.66,Future,-237.64
U012,2025-06-19,ICICIBANK,Sell,50,2378.94,Delivery,512.97
U001,2025-06-28,RELIANCE,Sell,50,1588.24,Delivery,274.46
U045,2025-07-08,BANKNIFTY,Buy,5,2200.51,Delivery,372.07
U040,2025-07-14,BANKNIFTY,Sell,5,2483.3,Delivery,102.72
U008,2025-07-08,ADANIENT,Buy,50,798.67,Intraday,-708.66
U008,2025-07-03,SBIN,Buy,10,547.16,Intraday,-649.39
U016,2025-06-24,ICICIBANK,Buy,20,2424.65,Future,195.56
U025,2025-07-30,ITC,Sell,5,974.58,Intraday,-780.97
U017,2025-06-22,BANKNIFTY,Buy,50,1125.38,Future,-937.85
U045,2025-06-13,BANKNIFTY,Sell,50,2331.89,Option,-494.06
U011,2025-06-12,RELIANCE,Sell,1,1290.28,Future,602.37
